id,project_number,series_number,run_number,test_number,model_number,ship_name,loading_condition_id,ascii_name,ship_speed,comment,file_path_ascii,file_path_ascii_temp,file_path_log,file_path_hdf5,date,test_type,facility,angle1,angle2,scale_factor,name,lcg,kg,gm,CW,TF,TA,BWL,KXX,KZZ,BTT1,CP,Volume,A0,RH,lpp,beam,ABULB,BKX,TWIN,DCLR,VDES,RHBL,ASKEG,PD,ARH,CFP,AIX,PDTDES,RTYPE,SFP,BKL,BKB,PROT,D,LSKEG,RR,XSKEG,NDES,AR,BR,BRA,IRUD,PTYPE,XRUD,AI,HSKEG,RSKEG,LOA,ship_type_id,xm,ym,zm
22813,40199079,10,1,8,M5139-02-A,M5139-02-A,167,,1.106035228,Seglande 55deg,,,,\\sspa.local\lab\MeasuredataMDL\40199079\010\008\MDL-Proj40199079-Ser010-Test008-Run001.hdf5,2020-09-22,sailing,MDL,,,41.2,Design,-0.244320388,0.438907767,0.136092233,,0.20631068,0.20631068,,0.33131068,1.253640777,,,0.441026784,0.722775264,,5.014563107,0.946601942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-0.214
22814,40199079,10,2,8,M5139-02-A,M5139-02-A,167,,1.106035228,Seglande 55deg,,,,\\sspa.local\lab\MeasuredataMDL\40199079\010\008\MDL-Proj40199079-Ser010-Test008-Run002.hdf5,2020-09-22,sailing,MDL,,,41.2,Design,-0.244320388,0.438907767,0.136092233,,0.20631068,0.20631068,,0.33131068,1.253640777,,,0.441026784,0.722775264,,5.014563107,0.946601942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-0.214
22815,40199079,10,3,8,M5139-02-A,M5139-02-A,167,,1.106035228,Seglande 55deg,,,,\\sspa.local\lab\MeasuredataMDL\40199079\010\008\MDL-Proj40199079-Ser010-Test008-Run003.hdf5,2020-09-22,sailing,MDL,,,41.2,Design,-0.244320388,0.438907767,0.136092233,,0.20631068,0.20631068,,0.33131068,1.253640777,,,0.441026784,0.722775264,,5.014563107,0.946601942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-0.214
22816,40199079,10,4,8,M5139-02-A,M5139-02-A,167,,1.106035228,Seglande 55deg,,,,\\sspa.local\lab\MeasuredataMDL\40199079\010\008\MDL-Proj40199079-Ser010-Test008-Run004.hdf5,2020-09-22,sailing,MDL,,,41.2,Design,-0.244320388,0.438907767,0.136092233,,0.20631068,0.20631068,,0.33131068,1.253640777,,,0.441026784,0.722775264,,5.014563107,0.946601942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-0.214
22817,40199079,10,5,8,M5139-02-A,M5139-02-A,167,,1.106035228,Seglande 55deg,,,,\\sspa.local\lab\MeasuredataMDL\40199079\010\008\MDL-Proj40199079-Ser010-Test008-Run005.hdf5,2020-09-22,sailing,MDL,,,41.2,Design,-0.244320388,0.438907767,0.136092233,,0.20631068,0.20631068,,0.33131068,1.253640777,,,0.441026784,0.722775264,,5.014563107,0.946601942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-0.214
22818,40199079,10,6,8,M5139-02-A,M5139-02-A,167,,1.106035228,Seglande 55deg,,,,\\sspa.local\lab\MeasuredataMDL\40199079\010\008\MDL-Proj40199079-Ser010-Test008-Run006.hdf5,2020-09-22,sailing,MDL,,,41.2,Design,-0.244320388,0.438907767,0.136092233,,0.20631068,0.20631068,,0.33131068,1.253640777,,,0.441026784,0.722775264,,5.014563107,0.946601942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-0.214
22819,40199079,10,7,8,M5139-02-A,M5139-02-A,167,,1.106035228,Seglande 55deg,,,,\\sspa.local\lab\MeasuredataMDL\40199079\010\008\MDL-Proj40199079-Ser010-Test008-Run007.hdf5,2020-09-23,sailing,MDL,,,41.2,Design,-0.244320388,0.438907767,0.136092233,,0.20631068,0.20631068,,0.33131068,1.253640777,,,0.441026784,0.722775264,,5.014563107,0.946601942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-0.214
22820,40199079,10,8,8,M5139-02-A,M5139-02-A,167,,1.106035228,Seglande 55deg,,,,\\sspa.local\lab\MeasuredataMDL\40199079\010\008\MDL-Proj40199079-Ser010-Test008-Run008.hdf5,2020-09-23,sailing,MDL,,,41.2,Design,-0.244320388,0.438907767,0.136092233,,0.20631068,0.20631068,,0.33131068,1.253640777,,,0.441026784,0.722775264,,5.014563107,0.946601942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-0.214
22821,40199079,10,9,8,M5139-02-A,M5139-02-A,167,,1.106035228,Seglande 55deg,,,,\\sspa.local\lab\MeasuredataMDL\40199079\010\008\MDL-Proj40199079-Ser010-Test008-Run009.hdf5,2020-09-23,sailing,MDL,,,41.2,Design,-0.244320388,0.438907767,0.136092233,,0.20631068,0.20631068,,0.33131068,1.253640777,,,0.441026784,0.722775264,,5.014563107,0.946601942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-0.214
22822,40199079,10,10,8,M5139-02-A,M5139-02-A,167,,1.106035228,Seglande 55deg,,,,\\sspa.local\lab\MeasuredataMDL\40199079\010\008\MDL-Proj40199079-Ser010-Test008-Run010.hdf5,2020-09-23,sailing,MDL,,,41.2,Design,-0.244320388,0.438907767,0.136092233,,0.20631068,0.20631068,,0.33131068,1.253640777,,,0.441026784,0.722775264,,5.014563107,0.946601942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-0.214
22823,40199079,10,11,8,M5139-02-A,M5139-02-A,167,,1.106035228,Seglande 55deg,,,,\\sspa.local\lab\MeasuredataMDL\40199079\010\008\MDL-Proj40199079-Ser010-Test008-Run011.hdf5,2020-09-23,sailing,MDL,,,41.2,Design,-0.244320388,0.438907767,0.136092233,,0.20631068,0.20631068,,0.33131068,1.253640777,,,0.441026784,0.722775264,,5.014563107,0.946601942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-0.214
22824,40199079,10,12,8,M5139-02-A,M5139-02-A,167,,1.106035228,Seglande 55deg,,,,\\sspa.local\lab\MeasuredataMDL\40199079\010\008\MDL-Proj40199079-Ser010-Test008-Run012.hdf5,2020-09-23,sailing,MDL,,,41.2,Design,-0.244320388,0.438907767,0.136092233,,0.20631068,0.20631068,,0.33131068,1.253640777,,,0.441026784,0.722775264,,5.014563107,0.946601942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-0.214
22825,40199079,10,13,8,M5139-02-A,M5139-02-A,167,,1.106035228,Seglande 55deg,,,,\\sspa.local\lab\MeasuredataMDL\40199079\010\008\MDL-Proj40199079-Ser010-Test008-Run013.hdf5,2020-09-23,sailing,MDL,,,41.2,Design,-0.244320388,0.438907767,0.136092233,,0.20631068,0.20631068,,0.33131068,1.253640777,,,0.441026784,0.722775264,,5.014563107,0.946601942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-0.214
22826,40199079,10,14,8,M5139-02-A,M5139-02-A,167,,1.106035228,Seglande 55deg,,,,\\sspa.local\lab\MeasuredataMDL\40199079\010\008\MDL-Proj40199079-Ser010-Test008-Run014.hdf5,2020-09-23,sailing,MDL,,,41.2,Design,-0.244320388,0.438907767,0.136092233,,0.20631068,0.20631068,,0.33131068,1.253640777,,,0.441026784,0.722775264,,5.014563107,0.946601942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-0.214
22827,40199079,10,15,8,M5139-02-A,M5139-02-A,167,,1.106035228,Seglande 55deg,,,,\\sspa.local\lab\MeasuredataMDL\40199079\010\008\MDL-Proj40199079-Ser010-Test008-Run015.hdf5,2020-09-24,sailing,MDL,,,41.2,Design,-0.244320388,0.438907767,0.136092233,,0.20631068,0.20631068,,0.33131068,1.253640777,,,0.441026784,0.722775264,,5.014563107,0.946601942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-0.214
22828,40199079,10,16,8,M5139-02-A,M5139-02-A,167,,1.106035228,Seglande 55deg,,,,\\sspa.local\lab\MeasuredataMDL\40199079\010\008\MDL-Proj40199079-Ser010-Test008-Run016.hdf5,2020-09-24,sailing,MDL,,,41.2,Design,-0.244320388,0.438907767,0.136092233,,0.20631068,0.20631068,,0.33131068,1.253640777,,,0.441026784,0.722775264,,5.014563107,0.946601942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-0.214
22829,40199079,10,17,8,M5139-02-A,M5139-02-A,167,,1.106035228,Seglande 55deg,,,,\\sspa.local\lab\MeasuredataMDL\40199079\010\008\MDL-Proj40199079-Ser010-Test008-Run017.hdf5,2020-09-24,sailing,MDL,,,41.2,Design,-0.244320388,0.438907767,0.136092233,,0.20631068,0.20631068,,0.33131068,1.253640777,,,0.441026784,0.722775264,,5.014563107,0.946601942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-0.214
22830,40199079,10,18,8,M5139-02-A,M5139-02-A,167,,1.106035228,Seglande 55deg,,,,\\sspa.local\lab\MeasuredataMDL\40199079\010\008\MDL-Proj40199079-Ser010-Test008-Run018.hdf5,2020-09-24,sailing,MDL,,,41.2,Design,-0.244320388,0.438907767,0.136092233,,0.20631068,0.20631068,,0.33131068,1.253640777,,,0.441026784,0.722775264,,5.014563107,0.946601942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-0.214
22831,40199079,10,19,8,M5139-02-A,M5139-02-A,167,,1.106035228,Seglande 55deg,,,,\\sspa.local\lab\MeasuredataMDL\40199079\010\008\MDL-Proj40199079-Ser010-Test008-Run019.hdf5,2020-09-25,sailing,MDL,,,41.2,Design,-0.244320388,0.438907767,0.136092233,,0.20631068,0.20631068,,0.33131068,1.253640777,,,0.441026784,0.722775264,,5.014563107,0.946601942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-0.214
22832,40199079,10,20,8,M5139-02-A,M5139-02-A,167,,1.106035228,Seglande 55deg,,,,\\sspa.local\lab\MeasuredataMDL\40199079\010\008\MDL-Proj40199079-Ser010-Test008-Run020.hdf5,2020-09-25,sailing,MDL,,,41.2,Design,-0.244320388,0.438907767,0.136092233,,0.20631068,0.20631068,,0.33131068,1.253640777,,,0.441026784,0.722775264,,5.014563107,0.946601942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-0.214
22833,40199079,10,21,8,M5139-02-A,M5139-02-A,167,,1.106035228,Seglande 55deg,,,,\\sspa.local\lab\MeasuredataMDL\40199079\010\008\MDL-Proj40199079-Ser010-Test008-Run021.hdf5,2020-09-25,sailing,MDL,,,41.2,Design,-0.244320388,0.438907767,0.136092233,,0.20631068,0.20631068,,0.33131068,1.253640777,,,0.441026784,0.722775264,,5.014563107,0.946601942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-0.214
22834,40199079,10,22,8,M5139-02-A,M5139-02-A,167,,1.106035228,Seglande 55deg,,,,\\sspa.local\lab\MeasuredataMDL\40199079\010\008\MDL-Proj40199079-Ser010-Test008-Run022.hdf5,2020-09-25,sailing,MDL,,,41.2,Design,-0.244320388,0.438907767,0.136092233,,0.20631068,0.20631068,,0.33131068,1.253640777,,,0.441026784,0.722775264,,5.014563107,0.946601942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-0.214
22835,40199079,10,1,9,M5139-02-A,M5139-02-A,167,,1.266330189,Seglande 120deg,,,,\\sspa.local\lab\MeasuredataMDL\40199079\010\009\MDL-Proj40199079-Ser010-Test009-Run001.hdf5,2020-09-22,sailing,MDL,,,41.2,Design,-0.244320388,0.438907767,0.136092233,,0.20631068,0.20631068,,0.33131068,1.253640777,,,0.441026784,0.722775264,,5.014563107,0.946601942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-0.214
22836,40199079,10,2,9,M5139-02-A,M5139-02-A,167,,1.266330189,Seglande 120deg,,,,\\sspa.local\lab\MeasuredataMDL\40199079\010\009\MDL-Proj40199079-Ser010-Test009-Run002.hdf5,2020-09-22,sailing,MDL,,,41.2,Design,-0.244320388,0.438907767,0.136092233,,0.20631068,0.20631068,,0.33131068,1.253640777,,,0.441026784,0.722775264,,5.014563107,0.946601942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-0.214
22837,40199079,10,3,9,M5139-02-A,M5139-02-A,167,,1.266330189,Seglande 120deg,,,,\\sspa.local\lab\MeasuredataMDL\40199079\010\009\MDL-Proj40199079-Ser010-Test009-Run003.hdf5,2020-09-23,sailing,MDL,,,41.2,Design,-0.244320388,0.438907767,0.136092233,,0.20631068,0.20631068,,0.33131068,1.253640777,,,0.441026784,0.722775264,,5.014563107,0.946601942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-0.214
22838,40199079,10,4,9,M5139-02-A,M5139-02-A,167,,0.961769764,Seglande 120deg,,,,\\sspa.local\lab\MeasuredataMDL\40199079\010\009\MDL-Proj40199079-Ser010-Test009-Run004.hdf5,2020-09-30,sailing,MDL,,,41.2,Design,-0.244320388,0.438907767,0.136092233,,0.20631068,0.20631068,,0.33131068,1.253640777,,,0.441026784,0.722775264,,5.014563107,0.946601942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-0.214
22839,40199079,10,5,9,M5139-02-A,M5139-02-A,167,,0.961769764,Seglande 120deg,,,,\\sspa.local\lab\MeasuredataMDL\40199079\010\009\MDL-Proj40199079-Ser010-Test009-Run005.hdf5,2020-09-30,sailing,MDL,,,41.2,Design,-0.244320388,0.438907767,0.136092233,,0.20631068,0.20631068,,0.33131068,1.253640777,,,0.441026784,0.722775264,,5.014563107,0.946601942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-0.214
22845,40199079,10,1,15,M5139-02-A,M5139-02-A,167,,0.961769764,Seglande 55deg,,,,\\sspa.local\lab\MeasuredataMDL\40199079\010\015\MDL-Proj40199079-Ser010-Test015-Run001.hdf5,2020-10-02,sailing,MDL,,,41.2,Design,-0.244320388,0.438907767,0.136092233,,0.20631068,0.20631068,,0.33131068,1.253640777,,,0.441026784,0.722775264,,5.014563107,0.946601942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-0.214
22846,40199079,10,2,15,M5139-02-A,M5139-02-A,167,,0.961769764,Seglande 55deg,,,,\\sspa.local\lab\MeasuredataMDL\40199079\010\015\MDL-Proj40199079-Ser010-Test015-Run002.hdf5,2020-10-05,sailing,MDL,,,41.2,Design,-0.244320388,0.438907767,0.136092233,,0.20631068,0.20631068,,0.33131068,1.253640777,,,0.441026784,0.722775264,,5.014563107,0.946601942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-0.214
22847,40199079,10,3,15,M5139-02-A,M5139-02-A,167,,0.961769764,Seglande 55deg,,,,\\sspa.local\lab\MeasuredataMDL\40199079\010\015\MDL-Proj40199079-Ser010-Test015-Run003.hdf5,2020-10-05,sailing,MDL,,,41.2,Design,-0.244320388,0.438907767,0.136092233,,0.20631068,0.20631068,,0.33131068,1.253640777,,,0.441026784,0.722775264,,5.014563107,0.946601942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-0.214
22848,40199079,10,4,15,M5139-02-A,M5139-02-A,167,,0.961769764,Seglande 55deg,,,,\\sspa.local\lab\MeasuredataMDL\40199079\010\015\MDL-Proj40199079-Ser010-Test015-Run004.hdf5,2020-10-05,sailing,MDL,,,41.2,Design,-0.244320388,0.438907767,0.136092233,,0.20631068,0.20631068,,0.33131068,1.253640777,,,0.441026784,0.722775264,,5.014563107,0.946601942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-0.214
22849,40199079,10,1,16,M5139-02-A,M5139-02-A,167,,0.961769764,Seglande 55deg,,,,\\sspa.local\lab\MeasuredataMDL\40199079\010\016\MDL-Proj40199079-Ser010-Test016-Run001.hdf5,2020-10-05,sailing,MDL,,,41.2,Design,-0.244320388,0.438907767,0.136092233,,0.20631068,0.20631068,,0.33131068,1.253640777,,,0.441026784,0.722775264,,5.014563107,0.946601942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-0.214
22850,40199079,10,2,16,M5139-02-A,M5139-02-A,167,,0.961769764,Seglande 55deg,,,,\\sspa.local\lab\MeasuredataMDL\40199079\010\016\MDL-Proj40199079-Ser010-Test016-Run002.hdf5,2020-10-05,sailing,MDL,,,41.2,Design,-0.244320388,0.438907767,0.136092233,,0.20631068,0.20631068,,0.33131068,1.253640777,,,0.441026784,0.722775264,,5.014563107,0.946601942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-0.214
22851,40199079,10,3,16,M5139-02-A,M5139-02-A,167,,0.961769764,Seglande 55deg,,,,\\sspa.local\lab\MeasuredataMDL\40199079\010\016\MDL-Proj40199079-Ser010-Test016-Run003.hdf5,2020-10-05,sailing,MDL,,,41.2,Design,-0.244320388,0.438907767,0.136092233,,0.20631068,0.20631068,,0.33131068,1.253640777,,,0.441026784,0.722775264,,5.014563107,0.946601942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-0.214
22852,40199079,10,4,16,M5139-02-A,M5139-02-A,167,,0.921696024,Seglande 55deg,,,,\\sspa.local\lab\MeasuredataMDL\40199079\010\016\MDL-Proj40199079-Ser010-Test016-Run004.hdf5,2020-10-05,sailing,MDL,,,41.2,Design,-0.244320388,0.438907767,0.136092233,,0.20631068,0.20631068,,0.33131068,1.253640777,,,0.441026784,0.722775264,,5.014563107,0.946601942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-0.214
22853,40199079,10,1,17,M5139-02-A,M5139-02-A,167,,0.961769764,Seglande 55deg,,,,\\sspa.local\lab\MeasuredataMDL\40199079\010\017\MDL-Proj40199079-Ser010-Test017-Run001.hdf5,2020-10-05,sailing,MDL,,,41.2,Design,-0.244320388,0.438907767,0.136092233,,0.20631068,0.20631068,,0.33131068,1.253640777,,,0.441026784,0.722775264,,5.014563107,0.946601942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-0.214
22854,40199079,10,2,17,M5139-02-A,M5139-02-A,167,,0.961769764,Seglande 55deg,,,,\\sspa.local\lab\MeasuredataMDL\40199079\010\017\MDL-Proj40199079-Ser010-Test017-Run002.hdf5,2020-10-05,sailing,MDL,,,41.2,Design,-0.244320388,0.438907767,0.136092233,,0.20631068,0.20631068,,0.33131068,1.253640777,,,0.441026784,0.722775264,,5.014563107,0.946601942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-0.214
22855,40199079,10,3,17,M5139-02-A,M5139-02-A,167,,0.961769764,Seglande 55deg,,,,\\sspa.local\lab\MeasuredataMDL\40199079\010\017\MDL-Proj40199079-Ser010-Test017-Run003.hdf5,2020-10-05,sailing,MDL,,,41.2,Design,-0.244320388,0.438907767,0.136092233,,0.20631068,0.20631068,,0.33131068,1.253640777,,,0.441026784,0.722775264,,5.014563107,0.946601942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-0.214
22856,40199079,10,4,17,M5139-02-A,M5139-02-A,167,,0.961769764,Seglande 55deg,,,,\\sspa.local\lab\MeasuredataMDL\40199079\010\017\MDL-Proj40199079-Ser010-Test017-Run004.hdf5,2020-10-05,sailing,MDL,,,41.2,Design,-0.244320388,0.438907767,0.136092233,,0.20631068,0.20631068,,0.33131068,1.253640777,,,0.441026784,0.722775264,,5.014563107,0.946601942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-0.214
22857,40199079,10,1,18,M5139-02-A,M5139-02-A,167,,0.961769764,Seglande GWA= -90deg,,,,\\sspa.local\lab\MeasuredataMDL\40199079\010\018\MDL-Proj40199079-Ser010-Test018-Run001.hdf5,2020-10-07,sailing,MDL,,,41.2,Design,-0.244320388,0.438907767,0.136092233,,0.20631068,0.20631068,,0.33131068,1.253640777,,,0.441026784,0.722775264,,5.014563107,0.946601942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-0.214
22858,40199079,10,2,18,M5139-02-A,M5139-02-A,167,,0.961769764,Seglande GWA= -90deg,,,,\\sspa.local\lab\MeasuredataMDL\40199079\010\018\MDL-Proj40199079-Ser010-Test018-Run002.hdf5,2020-10-08,sailing,MDL,,,41.2,Design,-0.244320388,0.438907767,0.136092233,,0.20631068,0.20631068,,0.33131068,1.253640777,,,0.441026784,0.722775264,,5.014563107,0.946601942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-0.214
22859,40199079,10,3,18,M5139-02-A,M5139-02-A,167,,0.961769764,Seglande GWA= -90deg,,,,\\sspa.local\lab\MeasuredataMDL\40199079\010\018\MDL-Proj40199079-Ser010-Test018-Run003.hdf5,2020-10-08,sailing,MDL,,,41.2,Design,-0.244320388,0.438907767,0.136092233,,0.20631068,0.20631068,,0.33131068,1.253640777,,,0.441026784,0.722775264,,5.014563107,0.946601942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-0.214
22860,40199079,10,4,18,M5139-02-A,M5139-02-A,167,,0.961769764,Seglande GWA= -90deg,,,,\\sspa.local\lab\MeasuredataMDL\40199079\010\018\MDL-Proj40199079-Ser010-Test018-Run004.hdf5,2020-10-08,sailing,MDL,,,41.2,Design,-0.244320388,0.438907767,0.136092233,,0.20631068,0.20631068,,0.33131068,1.253640777,,,0.441026784,0.722775264,,5.014563107,0.946601942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-0.214
22861,40199079,10,5,18,M5139-02-A,M5139-02-A,167,,0.961769764,Seglande GWA= -90deg,,,,\\sspa.local\lab\MeasuredataMDL\40199079\010\018\MDL-Proj40199079-Ser010-Test018-Run005.hdf5,2020-10-08,sailing,MDL,,,41.2,Design,-0.244320388,0.438907767,0.136092233,,0.20631068,0.20631068,,0.33131068,1.253640777,,,0.441026784,0.722775264,,5.014563107,0.946601942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-0.214
